User,Location,Text
mayikorea,Nueva República ARMY,"Combos paramilitares enviados por @AlvaroUribeVel  nos estan disparando y atacando a los manifestantes, y luego nos… https://t.co/AlpZSemjqO"
DaanlmJ,Colombia,#ParoNacional29A ni con cortinas de humo ni babosadas en contra de @petrogustavo van a poder opacar el rechazo al i… https://t.co/4IkRZPr4Jp
JEAM_79,"Cartagena, Colombia","#ParoNacional29A #ElParoContinua29A #DuqueRetireLaReformaYa #TwitterSuspendaCuentaPetro 

🔴 ES GRACIOSO

cuando mam… https://t.co/AMeHggMgqE"
karlosokampo,Medellín - Colombia,"Eso es vandalismo militar, 
¿o cómo se le llama al hecho de que cuatro o hasta más policías juntos golpeen a una so… https://t.co/WjpRK0RlZX"
GorditoMedallo,"Medellín, Colombia",@QuinteroCalle por que mandas el #EsmadAsesino a las marchas pacíficas #danielQuintero #medellin #ParoNacional29A #Paro28A #ATENCION
CelyDanna,,"@Louis_Tomlinson Bien, mi amor, aquí parchadita protestando contra la reforma tributaria de Duque🥰. #ParoNacional29A 🇨🇴."
wilsonariasc,Colombia,"En Puerto Rellena, Cali Mio, Los Lagos, San Antonio, la Policía está masacrando a la gente a tiros y el ESMAD tambi… https://t.co/mWGvWNfH1V"
Mimi_enthusiast,~YM༗ -ˏ`KT× ,"LA GONORREA QIE ESTA DISPARANDO
AHÍ ESTAN SU HÉROES DE LA PATRIA MALDITOS CERDOS HIJUEPUTAS 
#ElParoNoLoParaNadie… https://t.co/vzU8f4B4kh"
gootaebub,spanglish 🇨🇴 • she/her • 19,"⚠️GENTE DE CALI, LA CUIDAD EN ESTOS MOMENTOS ESTA MUY PELIGROSA, HAY ESMAD Y POLICÍAS POR TODOS LADOS ATACANDO Y RE… https://t.co/mlXb4UjmeX"
Adela_gi06,,"Así debemos protestar colombianos, no nos dejemos
#colombiapuedescontodo
#NoALaReformaTributaria 
#ParoNacional29A https://t.co/u8wNs8mWBv"
larryxlipa,,TAN CIERTO SOLO ES FALTA QUE TODO EL PUEBLO SE UNA SI TODO EL PUEBLO SE UNE SE LOGRAN LAS COSAS… https://t.co/24iGxVPX9S
miniefIor,ꐦ •᷄ࡇ•᷅)っ #BTS #NCT #WEME % !?,"GENTE DE MEDELLÍN POR FAVOR INTENTEN ALEJARSE LO MÁXIMO POSIBLE DE LOS DISTURBIOS, AYUDEN A PERSONAS DE LA TERCERA… https://t.co/iE3MR1yvEJ"
93iSUGA,🗯️ ## 𝗬𝗢𝗢𝗡𝗚𝗜 𝘇𝗭 (ᴖ ᴈ ᴖ)ﾉ あなたはいつも私に引き寄せられます— READ MY CARRD BYF ,"LOS DE CALI CUÍDENSE MUCHO POR FAVOR!! ESTA TODO MUY SERIO!

#SigueElParo #ParoNacional29A"
KimJeikiJ,✨ She/Her ,"OJO QUE YA LLEGO LA POLICÍA A LA MANIFESTACIÓN PACÍFICA DE BUCARAMANGA
EN LA 27 CON QUEBRADASECA SENTIDO NORTE SUR… https://t.co/LVUb034q1u"
habitftfalling,she/her,"BOGOTÁ CUIDADO EN LA PLAZA BOLÍVAR ❗❗

#ParoNacional29A
#ElParoEs 
#ElParoSigue https://t.co/IzGsIlYZUq"
cashluna_05eq,,"Que asco es la Policía que mira a aquel hombre disparar y les vale v3rga!!
#29Abril #ParoNacional29A… https://t.co/0fCVBcRvJV"
juanch0q,Colombia,Resistencia ✊🏼  #Paro29A #ParoNacional29 #ParoNacional29A
telepathyjm_,"ags,ot7, Little Mix. ","Gente de Cali, cuídense mucho por favor. 

#ElParoNoLoParaNadie
#ElParoContinua29A
#DuqueRetireLaReformaYa 
#ParoNacional29A"
Winter_bear721,Colombia ,"A ver, si Perú pudo sacar a un tipo de la presidencia, nosotros por que no? No se como lo vamos a hacer pero a Duqu… https://t.co/nLMcAUJarX"
taetaee03,,"⚠️GENTE DE CALI, LA CUIDAD EN ESTOS MOMENTOS ESTA MUY PELIGROSA, HAY ESMAD Y POLICÍAS POR TODOS LADOS ATACANDO Y RE… https://t.co/zvaeSUb6TV"
Amarx1867,,@Julianitra #ParoNacional29A #Cali policía disparando policía disparando en Cali contra las manifestaciones https://t.co/rl7sdyY8LF
VivianaOM03,Cali,Creo que con  esa suspensión de vacunas para Cali y el Valle del Cauca el #ParoNacional29A continuará de forma inde… https://t.co/GT8y2jI6u4
SophiaValenciaH,Colombia,"EL PUEBLO CELEBRA DE MANERA PACÍFICA.

EL SMAD SE REPLEGÓ Y EL PUEBLO SIGUE. QUINTA CON LOMA DE LA CRUZ… https://t.co/wHMpbrYc8o"
countlesscarori,fer-mica-ale,"CALI: Se desconoce el número de personas heridas y retenidas en estos momentos.

#ElParoNoLoParaNadie… https://t.co/Uqw6NgRMgD"
donadolforivas,"Bogotá, D.C., Colombia","¡Dignidad! Acacias, Meta. #ParoNacional29A https://t.co/vNWAO4ShXL"
JARojasSaavedra,Bogotá,"Si usted está de acuerdo con la reforma tributaria déjeme decirle que usted es egoísta y solo piensa en usted.
Si e… https://t.co/3l1L8SojcI"
mayikorea,Nueva República ARMY,"Los asesinos del SMAD agredieron a prensa y derechos humanos, robaron cámara y celulares con los que estaban transm… https://t.co/PMNBT9I6EE"
makidkno,MEDELLIN  COLOMBIA ,El gobierno que no brinda garantías estudiantiles a sus jovenes es porque teme que el conocimiento que adquieran le… https://t.co/dRDqYmB37W
OneGmez1,Z11,"⚠️⚠️🇨🇴 Tensa situación en la ciudad de Cali, Policía hace presencia con armas de fuego.

#29Abril 
#Paro29A… https://t.co/l8s1Cn9Qz6"
Shine_Anahi,Colombia,Cali me preocupa mucho claramente el alcalde autorizó que ataquen violentamente las manifestaciones… https://t.co/xxLAypKRc9
cesarjurbina,"La Junta, La Guajira. Colombia","#ATENCION 🚨🚨🇨🇴

Espero que mi comentario de ayer solo sea una suposición en él ejercicios de la transparencia Colom… https://t.co/2sZJo5sq9O"
david_quinterol,"Medellín, Colombia",Como 20 tombos para solo 1 persona #cali #ParoNacional29A https://t.co/AyuETwqeez
habitftfalling,she/her,"CUIDADO CALI ❗
LA SITUACIÓN SE ESTÁ PONIENDO DIFÍCIL
#ParoNacional29A 
#ElParoSigue 
#ElParoContinua29A https://t.co/jZrigFdnZN"
ncf1010,En algún lugar de Colombia🇨🇴,"Aquí mi querido ministro dice que como en Cali ""afectamos al orden público"" entonces nos van a dejar sin vacunas ha… https://t.co/7haQiBi2xH"
MizukiTachi_2,Colombia,Y todavía me da coraje que haya gente tan ciega que siga pensando que el paro es de vándalos y violentos cuando los… https://t.co/nkb1MAwFcA
valeria02112001,,@QuinteroCalle porque la policía esta persiguiendo y agrediendo de manera indiscriminada a los manifestantes que se… https://t.co/dz14AWNCc0
ELMontemariano,"Montería, Colombia","#ParoNacional29A | Procurador Delegado para la Defensa de los Derechos Humanos de la 
@PGN_COL, @Jasavier hace un l… https://t.co/Z03Nhtp7sN"
jesysshade,You got no carimañolas ,"Wait, como que no nos van a vacunar? Me explican si lei mal o que mondá porque quede loca mk 

#ParoNacional29A"
imbachi_ingrid,,"#ParoNacional29A
Que horror Dios mío! Le pegan hasta al de Derechos humanos!!!! Que vergüenza! https://t.co/GR2Hs3sgNQ"
SintraSecFin,"Bogotá, D.C., Colombia","#Vandalismoes No corregir las Historias Laborales con los tiempos cotizados en las AFP.

¿Hasta cuando el no pago d… https://t.co/7dv0NkP7Xh"
Macondo28, Colombia,"El inepto @IvanDuque calificó nuestras  movilizaciones como ""actos terroristas de baja intensidad "" En verdad vamos… https://t.co/vdnzNaEznn"
LittleNory_,•No regrets •  she/her,"alguien quiere que lo meta o #29Abril #ParoNacional29A #ElParoNoLoParaNadie
 #NoALaReformaTributaria https://t.co/BBK4Fmbbg3"
lityhouse,Cali colombia,#ParoNacional29A  lluvia en Cali https://t.co/xkM0F6672j
Leslie1517,"Santiago de Cali, Colombia","@JorgeIvanOspina y @ClaraLuzRoldan  El pueblo está verraco, retiren la fuerza pública. Todos los muertos y heridos… https://t.co/bQ1b5btcZX"
_alpaca_choi,He┊They,"ESTÁ PASANDO EN SOACHA‼️

 #ParoNacional29A
#SigueElParo #ElParoContinua29A https://t.co/20uCUm8G0U"
josevelez5874,,"Creo que resultaron mas personas en el hospital por culpa del ESMAD que por el covid.
#ParoNacional29A
#ESMAD"
mayikorea,Nueva República ARMY,"Reportero de ByB noticias medio argentino acaba de ser agredido por la policía nacional con los taiser, quitándole… https://t.co/Oa7cs8XK8Q"
28A_PN,Colombia,"🚨 Difícil situación en la ciudad de Cali y el Valle del Cauca a esta hora.

#ElParoNoLoParaNadie
#ElParoContinua29A… https://t.co/6XPe20hwC1"
Tatancg83,"Cali, Colombia","@elespectador @AlvaroUribeVel y este tipo de posiciones. Solo se asemejan a la tiranía de una dictadura, preguntó n… https://t.co/3mMS22IpoJ"
PascaGuerrero,,"#DuqueRetireLaReformaYa porque #ElParoContinua29A, sino continuará hasta que la retire

#ParoNacional29A

Duque des… https://t.co/sx2GMsHJnQ"
28A_PN,Colombia,"Si ven que las cosas se complican regresen a sus hogares o al menos avisen si se encuentran bien
#ParoNacional29A"
lilicifuentesLA,"Bogotá, Colombia",Felicidades a los caleños que con unión lograron sacar  al smad #ParoNacional29A
camiloapineda,Bogotá - Colombia,Por la@dignidad  #ParoNacional29A
gxldenstring,,‼️ESTÁN ARROJANDO BOMBAS LACRIMOGENAS EN LA PLAZA DE BOLÍVAR. TENGAN MUCHO CUIDADO Y ABANDONEN LA PLAZA EN LO POSIB… https://t.co/EoOxLing7v
louisftvans,Colombia,"🚨 Difícil situación en la ciudad de Cali y el Valle del Cauca a esta hora.

#ElParoNoLoParaNadie
#ElParoContinua29A… https://t.co/saiToL3ZB1"
danielaqch22,Colombia,"Situación en Cali barrio San Antonio
#ParoNacional29A 
#DuqueRetireLaReformaYa 
#29Abril https://t.co/gWTlJu0O7F"
val_10o,,‼️⚠️ ATENCIÓN: SE COMPLICA LA SITUACIÓN EN BOGOTÁ. ESTÁN ARROJANDO BOMBAS LACRIMOGENAS EN LA PLAZA DE BOLÍVAR. TENG… https://t.co/UUiQAO7OYK
JEAM_79,"Cartagena, Colombia","#ParoNacional29A #ElParoContinua29A #DuqueRetireLaReformaYa #TwitterSuspendaCuentaPetro

🔴 QUE RISA 😂

mamertos que… https://t.co/ESYHAXsErX"
SoyBryanAndres,"Medellín, Colombia",Medios de comunicación tradicionales esperando los primeros actos de vandalismo para atacar las manifestaciones… https://t.co/yJ1dKYiHch
juanjotrumpet90,San Pelayo-Cordoba-Colombia,Y ahora se ponen a chantajear al pueblo con las vacunas #ParoNacional29A
Anonec01000011,01000001 01001110 01001111 010,"#ParoNacional29A
Cuando golpean al pueblo no lloran cierto @PoliciaColombia
Y el pueblo a quien le pide refuerzos?… https://t.co/PxsdN0ChYr"
paulmacarny,"Ibagué, Colombia","Maldito sea el soldado que use sus armas encontra de su pueblo 
#ParoNacionalIndefinido #ParoNacional29A https://t.co/cLGoxkLiEv"
bangtaekon,Colombia papa,"Informan mejor que aquí  #ParoNacional29A
#Paro29A #NoALaReformaTributaria https://t.co/zTxQha7lSX"
sataellitaes,"Medellín, Colombia","@serendipiminn_ OJO QUE YA LLEGO LA POLICÍA A LA MANIFESTACIÓN PACÍFICA DE BUCARAMANGA
EN LA 27 CON QUEBRADASECA SE… https://t.co/vjyx6oEW8o"
JimmyPsicol,"Bucaramanga, Colombia","Chantajean a los caleños para que ""se porten bien"" y ahí sí les envían las vacunas, jajaja, desgobierno estúpido. ¿… https://t.co/ngLS8JWch6"
miniefIor,ꐦ •᷄ࡇ•᷅)っ #BTS #NCT #WEME % !?,malparidos #ParoNacional29A https://t.co/HDAQboehXq
juventudpazcol,Colombia,"🚨 Difícil situación en la ciudad de Cali y el Valle del Cauca a esta hora.

#ElParoNoLoParaNadie
#ElParoContinua29A… https://t.co/oCAef1AUYA"
chechobc,,"El Chantaje del Gobierno, de que no nos va a vacunar, es aterrador! 

Sí aterrador porque como ibamos de bien y ya… https://t.co/rqI8bYyC5q"
CandyRayis_,"▀▄▀▄▀▄▀▄▀▄▀▄▀▄▀▄▀▄▀
ㅤㅤ     ㅤ   💭     !      𖧶     ˒     ᥣ꧐vᥱ ρᥣᥲᥴᥱ.    𖨂
ᘛ୭১  𝗟♥︎𝗩𝗘   এ▩͓ٖ֮۫۫͜͡➮  @iRayis__Senpai  @ChocolateBread_  @ocharako_","FLACA NO ME CLAVES 
TUS PUÑALES
POR LA ESPALDA
TAN PROFUNDO
NO ME DUELEN
NO ME HACEN MAL.

#ParoNacional29A… https://t.co/ovZmO2h2Uw"
vivaelparo2,,QUE HIJUEPUTA CALOR QUE HIJUEPUTA CALOR PERO MÁS HIJUEPUTA ES EL PRESIDENTE DE LA NACIÓN @IvanDuque… https://t.co/GWlqKOv2lN
vanguardiacom,Bucaramanga,#ParoNacional29A | Este es el panorama en la Plaza Cívica Luis Carlos Galán. Los manifestantes habían acordado term… https://t.co/H7suHCjpcr
quinche_gomez,"Bogotá, D.C., Colombia","Están tirando lagroimogenos y aturdidoras a la gente,un hp me lado una atudidora y me estalló muy poco de la cara s… https://t.co/KpG59bkhqQ"
morphtorab,dema Ψ,"por favor, necesito información de la situación en Medellín
#ElParoNoLoParaNadie
#ElParoContinua29A… https://t.co/gNMMkxEAXa"
esmexnhlt,Esposa de Niall ♡,📌A esta hora hoy varios puntos en ciudad de Cali totalmente colapsados. Solicitan presencia personal de derechos hu… https://t.co/NcDyQPj3e1
ELMontemariano,"Montería, Colombia",#ParoNacional29A | Tensión por enfrentamientos entre manifestantes y el Esmad en el sector de Puerto Rellena en Cal… https://t.co/d0ltiSFHA4
ManuelRojasx2,"Bogotá, Colombia","Maldito vandalismo que no deja en la ruina.
#ParoNacional29A 
#LosVandalosSonDelGobierno https://t.co/AeevRu4JCq"
_diegoandresc,,"¡Por ellos y por todos! 
#ParoNacional29A #ElParoContinúa29A https://t.co/Yfs3yGar9y"
TCxxSteph,Colombia,‼️⚠️ ATENCIÓN: SE COMPLICA LA SITUACIÓN EN BOGOTÁ. ESTÁN ARROJANDO BOMBAS LACRIMOGENAS EN LA PLAZA DE BOLÍVAR. TENG… https://t.co/7sP1hTPX0i
bangtaekon,Colombia papa,"@fsalasparra Gracias por informar amigo  #ParoNacional29A
#Paro29A #NoALaReformaTributaria"
col057,"Ituango, Colombia",Ahora muchos trabajamos desde casa CON NUESTROS RECURSOS y a los congresistas les pagan 24.000.000 para vivienda y… https://t.co/tMFVbEarli
confidencialcol,"Bogotá, Colombia",#ParoNacional29A | Transmilenio vuelve a sufrir afectaciones por el paro. Consulte el listado de estaciones que no… https://t.co/dzKFmUYOCr
Sergiomundo1,,#ParoNacional29A #DuqueRetireLaReformaYa  lo que ud está haciendo con el país es una provocación. La democracia Col… https://t.co/OaH8Ws10R8
Claudia42091016,,#ParoNacional29A ojo en Cali quieren tomarse la ciudad infundiendo miedo en la gente para que lleguemos a pensar qu… https://t.co/fXwLqZ74TX
maitamaia,"Bogotá, Colombia","No a la reforma tributaria, pero déjeme el subsidio, le exijo darme trabajo, y deme el mercado gratis a mi y a mi f… https://t.co/Nh9c6upHpw"
countlesscarori,fer-mica-ale,#URGENTE🚨| GOES está capturando personas en la ciudad de Cali. Se siguen escuchando disparos. Se necesita urgenteme… https://t.co/BibxPXaZwo
beurswt00s,"Col / bp, bts, hs, lp, nh, lt.","Viendo toda la situación en Cali, esta bastante tensa, por favor cuidense mucho, y todos los que salieron a marchar… https://t.co/Tu6soibigX"
Clauveam,Colombia,"@petrogustavo si necesitan presupuesto q se bajen el salario! El presidente de México gana 20,700,000 cop y los Sen… https://t.co/2QUdihPi2X"
Yoonmixc,,"@serendipiminn_ OJO QUE YA LLEGO LA POLICÍA A LA MANIFESTACIÓN PACÍFICA DE BUCARAMANGA
EN LA 27 CON QUEBRADASECA SE… https://t.co/Qmmf0iV4H3"
m_pau1228,"Bucaramanga, Colombia",Greeicy Rendón. La querida y bella cantante que enamora a todos con sus bailes y voz se conduele de la situación de… https://t.co/56XqTkd0Vq
MilesHMora2,,@AlvaroUribeVel Comunidad informa Q Uribe tiene infiltrado el paramilitarismo en el #ParoNacional29A
bangtaekon,Colombia papa,"PARA LAS PERSONAS QUE ESTÁN ALLÁ CUIDADO  #ParoNacional29A
#Paro29A #NoALaReformaTributaria https://t.co/cHdBuEeDuC"
JoseSua65786540,,"Mis respetos a la poblacion de Puerto Rellena en Cali, no solo lograron expulsar a la policia despues de que la pol… https://t.co/36TJsUyWLU"
Winter_bear721,Colombia ,"Alguien me escribió por DM 
""deja de poner cosas de colombia o te dejo de segur""

?? Y estx que o que, me vale mrk… https://t.co/j4cgFBrmoi"
val_10o,,"ESMAD EN BUGA ATACA A CIUDADANOS EN SUS HOGARES

#ElParoSigue #ParoNacional29A https://t.co/yiZvLI7XgC"
CesarBenavides1,Bogota ,Masacre en @Bogota por parte de la @PoliciaBogota ahora es el turno de @PoliciaCali dejamos que nos maten o los tum… https://t.co/8fXRWX7EZe
SoyelDiegrosso,Ciudad de México,"""Si un pueblo sale a protestar en medio de una pandemia, es porque el gobierno es más peligroso que el virus""
Frase… https://t.co/YAHxjOiK3e"
countlesscarori,fer-mica-ale,"Policía en Cali agredió a un funcionario de los derechos humanos! 

 #ParoNacional29A https://t.co/QqEoF2Osd8"
bangtaekon,Colombia papa,"EL GOBIERNO SE ASUSTA CUANDO DESPIERTO
 #ParoNacional29A
#Paro29A #NoALaReformaTributaria"
maranooxtefa5,Kim Seokjin,"⚠️GENTE DE CALI, LA CUIDAD EN ESTOS MOMENTOS ESTA MUY PELIGROSA, HAY ESMAD Y POLICÍAS POR TODOS LADOS ATACANDO Y RE… https://t.co/wnpMg15MFV"
cashluna_05eq,,"Caray, eso anda interesante... Hay que usarlo 
#29Abril 
#ParoNacional29A 
#NoALaReformaTributaria https://t.co/bYKJKM7VJk"
Light2379471120,,"La cosa se puso mal en cali, POR FAVOR MANTENGAMONOS A SALVO, RESISTENCIA! #ParoNacional29A"
RedMasNoticias,.  ,#Video | Difícil situación se vive #AEstaHora en Cali por motivo a las manifestaciones del #ParoNacional29A. https://t.co/ayJa8AXzwo
fxckingsuxcidxl,Marte ,"¡MALDITO SEA EL SOLDADO QUE APUNTA SU ARMA CONTRA SU PROPIO PUEBLO! 
#ParoNacional29A 
#ElParoSigue https://t.co/2L9vbWOi1K"
VivianaOM03,Cali,@vivalasnoticias @MinSaludCol Para lo que tienen que enviar al ejercito y a la policía a custodiar no son capaces d… https://t.co/43aN0QbZIZ
SAMille40793466,,"MAÑANA EN CARTAGENA #ParoNacional29A
#ParoNacionalIndefinido 
#DuqueChao #DuqueRetireLaReformaYa #LaReformaSeCae… https://t.co/LocDmKCBN5"
ChocolateBread_,✰She¡He    ₊· ͟͟͞͞➳❥xIlyErenx ,"MATHEW GRAY GUBLER MI VARÓN

#ParoNacional29A
#ElParoContinua29A 
#ParoNacionalIndefinido 
#ElParoNoLoParaNadie
#NoALaReformaTributaria"
zalathielc,"Cali, Colombia","Uy venga, no sabía que en mi #Cali había tanto ladrón...

Sigo avergonzado Colombia.🙈🙈🙈
#ParoNacional29A"
winterjmkth,,‼️⚠️ ATENCIÓN: SE COMPLICA LA SITUACIÓN EN BOGOTÁ. ESTÁN ARROJANDO BOMBAS LACRIMOGENAS EN LA PLAZA DE BOLÍVAR. TENG… https://t.co/4GnJiUG6HY
28A_PN,Colombia,"⚠️GENTE DE CALI, LA CUIDAD EN ESTOS MOMENTOS ESTA MUY PELIGROSA, HAY ESMAD Y POLICÍAS POR TODOS LADOS ATACANDO Y RE… https://t.co/PNVVWjF537"
Teusaradio,Bogotá,#Atención  Segundo día de Paro Nacional. Cierran la Avenida Suba frente al portal  #ParoNacional29A #ElParoSigue… https://t.co/NiFKWXcKoV
val_10o,,"⚠️GENTE DE CALI, LA CUIDAD EN ESTOS MOMENTOS ESTA MUY PELIGROSA, HAY ESMAD Y POLICÍAS POR TODOS LADOS ATACANDO Y RE… https://t.co/eFL8ijmmOp"
JUANCAELBROKY,Colombia,"Miembro de la Policía en Cali golpea a funcionario de derechos humanos de la Alcaldía de Cali. INCREÍBLE, ni los po… https://t.co/n7TTf7IJ37"
vanguardiacom,Bucaramanga,#ParoNacional29A | Los manifestantes del #ParoNacional cambiaron su rumbo y ahora se movilizan hacia la Puerta del… https://t.co/pYb3GBXJyK
cookiee_28,,📌 A esta hora hoy varios puntos en ciudad de Cali totalmente colapsados. Solicitan presencia personal de derechos h… https://t.co/HMV3IS0yLw
bangtaekon,Colombia papa,"En Bogotá al parecer hay represiones del ESMAD 
En Cali esta re puteado
En Cúcuta y Bucaramanga están pacíficos por… https://t.co/OudCozQe5B"
Michaell_id,Bogota,@dearlynic Me sorprende que las autoridades al parecer estaban muy preocupadas por la salud y bienestar de las pers… https://t.co/bki3F2SClV
Ftima30035437,,"Fuerza Colombia!
#ParoNacional29A
#SigueElParo https://t.co/A86eD5USsB"
ELMontemariano,"Montería, Colombia",#ParoNacional29A | Esta es la situación que se vive a esta hora en #Cali https://t.co/mhnMkJwbQu
justlonelyj,"Medellín, Colombia","Vamos a seguir hasta no tirar abajo esa reforma!!!
#ElParoNoLoParaNadie
#ElParoContinua29A
#DuqueRetireLaReformaYa… https://t.co/AxS1IFX4WO"
quinche_gomez,"Bogotá, D.C., Colombia","Se llevaron a una muchacha en la plaza de Bolívar, cuidado !!!!
#ParoNacional29A 
#ElParoNoLoParaNadie https://t.co/b5YerFWqb9"
unatalaniita,medellin,"La policia no proteje el pueblo, lo ataca de la forma más vil #ParoNacional29A"
EdmundoAriasGa,"Bucaramanga, Colombia",Será que este gobierno impresentable pretenderá en algún momento escuchar a nuestros jovenes? No sean tan infames!… https://t.co/WUGxQRJjuJ
medixntrol,She/Her,"⚠️ EN CALI LA POLICÍA ESTA DISPARANDO A LOS MANIFESTASTES Y DEFENSORES DE LOS DERECHOS HUMANOS ⚠️
 #ParoNacional29A https://t.co/pL7lOm2wXD"
jxstinismydrug1,Colombia,‼️‼️SI NO LES APARECEN TWEETS DEL PARO ES PORQUE ESTÁN SUSPENDIENDO LAS CUENTAS DE DIFUSIÓN‼️‼️Creen cuentas altern… https://t.co/f8XmzjXWXa
jamaisvope,ʜᴏꜱᴇᴏᴋ ᴡ/ ᴛʜᴇ ᴅɪᴏʀ ᴏᴜᴛꜰɪᴛ ꜱᴛᴀɴ,"Parece que en todo el país la situación se ha complicado, el ESMAD y la policía están arremetiendo contra la ciudad… https://t.co/EM98tfusHw"
iLIXBOT,emilio te amo,"‼️TENGAN MUCHO CUIDADO POR FAVOR ‼️
#ParoNacional29A 
#ElParoSigue https://t.co/Qn46OHLb5B"
CARDIGANT91,she/her,📌 A esta hora hoy varios puntos en ciudad de Cali totalmente colapsados. Solicitan presencia personal de derechos h… https://t.co/4OTXt17f9K
Malecomeme,,"@fideoscontuko Mira te lo traduzco, carechimba es la cara que tienes tu si no lo entiendes aún es porque aparte de… https://t.co/ioJ54yAYZX"
zamujuju,cataratica,sin palabras. #ParoNacional29A https://t.co/Go64ktuWqO
flufflyoon,,"⚠️GENTE DE CALI, LA CUIDAD EN ESTOS MOMENTOS ESTA MUY PELIGROSA, HAY ESMAD Y POLICÍAS POR TODOS LADOS ATACANDO Y RE… https://t.co/IIaof5oiD4"
samantaarboled1,,#ParoNacional29A los verdaderos héroes son los defensores de derechos humanos de las marchas!!!
Clauveam,Colombia,"@THEGIGI16 si necesitan presupuesto q se bajen el salario! El presidente de México gana 20,700,000 cop y los Senado… https://t.co/3BdbGZu1RV"
diegonoticiass,"Bogotá, D.C., Colombia","-Por su culpa estamos todos pobres ! 

#parocontinua29a
#paronacional29A
#ColombiaPuedesTodo https://t.co/jtQ4ZfREfC https://t.co/sRGcHKsjGu"
RedKapari,Ecuador,"#URGENTE| El Pueblo Colombiano se encuentra en medio de la brutalidad policial, la fuerza pública arremete contra m… https://t.co/sUM6FNvehl"
TCxxSteph,Colombia,"⚠️GENTE DE CALI, LA CUIDAD EN ESTOS MOMENTOS ESTA MUY PELIGROSA, HAY ESMAD Y POLICÍAS POR TODOS LADOS ATACANDO Y RE… https://t.co/q7fGVYITiU"
heidy_up,"BOGOTA, COLOMBIA",¡No más víctimas del escuadrón de la muerte! Así responde un gobierno criminal ante las justas causas que tiene su… https://t.co/PoAnUCnAm4
countlesscarori,fer-mica-ale,"⚠️GENTE DE CALI, LA CUIDAD EN ESTOS MOMENTOS ESTA MUY PELIGROSA, HAY ESMAD Y POLICÍAS POR TODOS LADOS ATACANDO Y RE… https://t.co/yQmWz4JxhY"
m4ryxtommo,Colombia,"Y AÚN ASÍ QUIEREN METER UNA REFORMA TRIBUTARIA, ESTE GOBIERNO ES UN CIRCO Y ESE PRESIDENTE QUE TENEMOS NO SIRVE PAR… https://t.co/X5rbpOIAsl"
hstylesxcam,cali,"SI ESTÁN EN CALI NO VAYAN A SALIR, YA ESTÁ DEMASIADO PELIGROSO ⚠️⚠️
 #ParoNacional29A https://t.co/DSRb34A9ZQ"
Col_Informa,Colombia,"#URGENTE🚨| Policía dispara contra ciudadanía en Cali. Han detenido personas, han golpeado y gaseado a la población.… https://t.co/BBXOfssa1U"
VanessAbra24,,"Resistencia
Fuerte palo de agua el que cae a esta hora, cerca al metro de la 70 #Cali #ParoNacional29A… https://t.co/KicZkU7itl"
joanroo,UNIVERSIDAD DEL CAUCA ,En Mocoa también se presenta represión por Parte del ESMAD contra los manifestantes del paro Nacional.… https://t.co/GtYNiH5E3l
jesssicamora17,Cali-Colombia ,"En distintas partes de Cali el smad ha tirado el gas cerca a las casas. Para los que estamos protestando pues es ""e… https://t.co/rPObXqZ2S2"
Twoghosts_18_,,@IvanDuque ¿Sí? ¿Entonces va a judicializar a todos esos vándalos disfrazados de policías y SMAD que atentan contra… https://t.co/yI075Yxnel
AlmaPueblerina2,,"Mi pueblo resiste
#ParoNacional29A https://t.co/UyH3dSBrAX"
Clauveam,Colombia,"@L0VEMAZZE si necesitan presupuesto q se bajen el salario! El presidente de México gana 20,700,000 cop y los Senado… https://t.co/9je2v20mxn"
bangtaekon,Colombia papa,"En LA PLAZA INICIAN ENFRENTAMIENTOS ENTRE LOS DE EL ESMAD CONTRA LOS MANIFESTANTES  #ParoNacional29A
#Paro29A… https://t.co/sHMDF9f0VN"
28A_PN,Colombia,"Por favor gente de Cali y Bogotá tengan cuidado. La situación ya esta caliente y todos queremos que lleguen a sus hogares.
#ParoNacional29A"
Antiuribista102,,"Una belleza lo que salen a decir los de @WinSportsTV 
Se nota que solo buscan lo mismo que el gobierno... Malparid@… https://t.co/ckbGGQTOng"
Marce_M_L,,Este actor es un love .. ..arte puro.. .. sonrisa hermosa síguelo en Twitter #AliYasinÖzegemen… https://t.co/oKgfyvgGxP
greyhound97s,s!her,"‼️mutuals de Colombia encontré esto, no se si sirva de algo para quienes van a las marchas pero lo dejo acá !… https://t.co/VFBXau2Zri"
CachesauriusXD,soy tombofobica hptas ,"⚠️ES IMPORTANTE QUE DIFUNDAN, ESTA MUY PELIGROSO Y NO QUEREMOS QUE PASE NADA MALO⚠️

#ElParoNoLoParaNadie… https://t.co/c6HmQEPbnt"
LaConstwitt,,"Tintal, Bogotá.

#ParoNacional29A https://t.co/ggMIB7PBvb"
LouisTheBraveT,,"Inspirador, cuánta valentía 
#ParoNacional29A 
#ElParoNoLoParaNadie https://t.co/jeYwEimvqM"
JUANCAELBROKY,Colombia,"Policías disparan a los ciudadanos en Puerto Rellena en Cali, y hay fuertes tensiones, y se agudiza la situación en… https://t.co/sdCehbLRXa"
xwallsflicker,novia de Taylor fetus,#URGENTE🚨| GOES está capturando personas en la ciudad de Cali. Se siguen escuchando disparos. Se necesita urgenteme… https://t.co/wCmtyKp2TX
