User,Location,Text
CamiloMuga,Medellin - Antioquia,"¿Y qué hacer con la @PoliciaColombia cuando asesinan y vulneran derechos humanos sin recibir castigo? 
Todo tiene s… https://t.co/MkN2yt7SRi"
Victoria05061,El espacio ,@ActualidadRT @RTultimahora @inafinogenova 🙌💪🏻🙌mujer que Ei le duele su país 🇨🇴🥰💪🏻🙌 #NoALaReformaTributaria… https://t.co/ZyEQ31stt1
Victoria05061,El espacio ,Así se hace el paro con personas valientes 🙌🙌💪🏻💪🏻@ActualidadRT #ParoNacional29A  @PlanaBogota #Colombia… https://t.co/Gv4BiCx8mQ
carlosa04195094,"Cali, Colombia","#ParoNacional29A
Nos amenazan del norte del valle, y cosa rara, son policías... O fingen serlos @smilelalis… https://t.co/86kjESHTiS"
hadeswannacry,La esquina de tu Corazon,"En #Colombia #URGENTE

La policía golpea a defensor de Derechos Humanos y dispara contra manifestantes.

Están vuln… https://t.co/YMQYyB0NGZ"
Majo15252456,,El #paronacional29a demostró que el Uribismo es un pasiente terminal y que no hay UCI para tratarlo.
Jpolanco0386,"Barranquilla, Colombia","Protestas en Pandemia en Argentina, Suiza y Alemania pero salir a protestar por tus derechos en “Polombia”automátic… https://t.co/tNh2I8scmB"
bi_meets_evil,🏳️‍🌈she/they🏳️‍🌈,"Ah pero qué bonito posan para la cámara gonorreas, ya se les olvidó esto

#ElParoNoLoParaNadie
#ElParoContinua29A… https://t.co/pNGWwiX1FK"
AIntales,La Calera,"Compleja situación en Pasto, militares patrullan la ciudad. La ciudadanía estuvo bien activa manifestándose contra… https://t.co/na318kUOs9"
AIntales,La Calera,Ojala toda Colombia tuviera la dignidad de los Misak. #ElParoContinua29A #ParoNacional29A https://t.co/5tKdJhIGY8
RoteloC,"Bucaramanga, Colombia",Sucedió en #Pereira mientas que unos profesionales de la salud querían brindarle primero auxilios a un manifestante… https://t.co/jU3B42JSHz
AIntales,La Calera,"¿Que supone uno sobre la Policía?

#ParoNacional29A https://t.co/ufBLKD47jn"
elANTIMILI,Medellin - Colombia,"@PoliciaMedellin @MarFFitzgerald @cerosetenta @TembloresOng @QuinteroCalle Vea, ya Santiago y los otros 4 detenidos… https://t.co/tTQRDXW7qm"
elANTIMILI,Medellin - Colombia,"Vea, el Parcero Santiago Rivera detenido con otros 4 jóvenes en San Antonio de Prado nos avisa que ya están en LIBE… https://t.co/FCoiZXtrwD"
Luis178920,,"@MariaFdaCabal @PoliciaColombia #tienehuevo #ParoNacional #ParoNacional29A #30AbrilParoNacional 

Uribismo 19 años… https://t.co/3MEefuOhVp"
JUANCAELBROKY,Colombia,"Represión de la Fuerza Pública contra l@s ciudadan@s en Pasto, una persona resultó gravemente herida en su cara… https://t.co/pagfTnoIzO"
Wilman_1998,"Cartagena, Colombia","DUQUE Y SU REFORMA VAN A CAER.

Nos cansamos de ser manejados como ganado, por un patrón desde una Finca.… https://t.co/lgy1FGsrub"
ChalecosAmarill,,"🎥🛑En #Colombia: en Cali, los Misak siguen resistiendo, ejemplo de lucha #ElParoSigue

#EnColombiaNoHayPresidente… https://t.co/kEzaHh0hqV"
JUANCAELBROKY,Colombia,"En Medellín policías que no estaban de acuerdo con que ciudadanos grabaran, en retaliación detuvieron al joven Sant… https://t.co/Dzkapqhvxl"
JUANCAELBROKY,Colombia,"Al sur de Bogotá a pesar de la lluvia, la represión de la Policía fue total. 
#ParoNacional29A #Paro29A… https://t.co/a0Bu4w9QlH"
elfelipeacosta,,"Hoy se confirmó el estado mental tan enfermo que tienen los integrantes de la policía y el ESMAD.

#ParoNacional29A"
ChalecosAmarill,,"🎥🛑En #Colombia DENUNCIA @ONU_es @CIDH @Europarl_ES @CourPenaleInt @CorteIDH

🔻En Cali miembros de la policía sin id… https://t.co/hapVr1oVg1"
xaeldroiid,,"Que tibia es la gente dios mío, por una simple lluvia se fueron más de la mitad de las personas en el sector de la… https://t.co/Gv9hAw9cmg"
ChalecosAmarill,,"🎥🛑En #Colombia #URGENTE

🔻La policía golpea a defensor de Derechos Humanos y dispara contra manifestantes.

⚠️Están… https://t.co/7ONFt4w1c7"
Domanzi1,,"Bogotá siendo una ciudad tan grande necesitamos liderar este paro, como capital tenemos que hacernos sentir y dar e… https://t.co/BHpzsZ0qB0"
JUANCAELBROKY,Colombia,Varios Policías arremeten contra un ciudadano tras el #Paro29A #ParoNacional29A. Estos hechos se deben investigar.… https://t.co/r6GI3FN6SG
mj1606_,"Valle del Cauca, Colombia","@Shh_jUstLovE_mE DUQUE Y SU REFORMA VAN A CAER 
DUQUE Y SU REFORMA VAN A CAER 
DUQUE Y SU REFORMA VAN A CAER… https://t.co/lmxitSPHhT"
mj1606_,"Valle del Cauca, Colombia","@zanktirado DUQUE Y SU REFORMA VAN A CAER 
DUQUE Y SU REFORMA VAN A CAER 
DUQUE Y SU REFORMA VAN A CAER… https://t.co/YwWRUpJGoJ"
TerryHurtado,Colombia,"Al parecer barrio Capri Cali. Preocupante que personal no entrenado para tratar con civiles, como ejército, estén p… https://t.co/WXvIlbtUeq"
mj1606_,"Valle del Cauca, Colombia","@barsikh1 DUQUE Y SU REFORMA VAN A CAER 
DUQUE Y SU REFORMA VAN A CAER 
DUQUE Y SU REFORMA VAN A CAER… https://t.co/mAslfVVKPa"
Tierra_pmab,,Hermosas 🙌💛💙❤️ #CarrasquillaElMinistroDeLaMuerte #CarrasquillaRenuncie #CaliSeLevantaPorLaVida… https://t.co/wj7WxAmbq2
hernleing,Bogotá Colombia ,Asoma desde el sur del país una dictadura o un golpe de Estado #DuqueRetireLaReformaYa #DUQUEYSUREFORMAVANACAER… https://t.co/RxC6IhPOut
mj1606_,"Valle del Cauca, Colombia","@Apoyootidols DUQUE Y SU REFORMA VAN A CAER 
DUQUE Y SU REFORMA VAN A CAER 
DUQUE Y SU REFORMA VAN A CAER… https://t.co/VvnX9ffsBf"
K218789,"Medellín, Colombia","#ParoNacional29A
#ElParoNoLoParaNadie
DUQUE Y SU REFORMA VAN A CAER 

MAÑANA TODOS JUNTOS !!

ANTE LA REPRESIÓN, SOMOS REVOLUCIÓN 💪💪💪"
Carlos33453,,"#ParoNacional29A
#ParoNacional28 
#ParoNacional30A 
#Colombia #Mexico #Latinoamerica #Ecuador #Argentina #Chile… https://t.co/BRmyqoQddD"
AnonNews_Col,United Kingdom ,"#ParoNacional29A 🚨: Con relacion a esta noticia nos envian este video, Barrio Obrero en Pasto militarizado. 

Le es… https://t.co/c3nnHJ5SYU"
SoyJuanMan,"Bogotá, D.C., Colombia","Díganme que no hay una estrategia aplicada? Lo mismo en Chile y Colombia, y habrán más ejemplos.

#ParoNacional29A… https://t.co/5b0EBqIUWE"
chaosofmars,she/her!,"me retiro por hoy❤️❤️muchas gracias por compartir información, espero que descansen en caso de que se empiecen a se… https://t.co/SewLLikQ8h"
T1naPZ,"San Andrés de Cuerquia, Ant.",Mientras estaba retenido se dedicó a practicar su labor como APH y ayudó con sus propios insumos a muchos otros que… https://t.co/nUs943bH2R
Krelis9,,ASI SE HACE... ESO ES UN POLICIA QUE SE DA A RESPETAR... #ESMAD  #TwitterSuspendaCuentaPetro #Policias… https://t.co/8C0uBjWUjI
shines_xi,Colombia tierra querida🇨🇴,"DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A… https://t.co/gi0kpo3Rze"
hernleing,Bogotá Colombia ,@achristiandavid @IvanDuque Asoma desde el sur del país una dictadura o un golpe de Estado #DuqueRetireLaReformaYa… https://t.co/RkpWxsUQWm
Laestrelladaaa,,Ver la forma de apoyo de los muleros al atravesar las mulas en la vía Buga - Tulua es un orgullo. #ParoNacional29A https://t.co/GnVzrevWFT
hernleing,Bogotá Colombia ,@Lore_Mallama @IvanDuque Asoma desde el sur del país una dictadura o un golpe de Estado #DuqueRetireLaReformaYa… https://t.co/795O9Y82Ub
T1naPZ,"San Andrés de Cuerquia, Ant.","En Medellín, mi mejor amigo fue agredido y llevado a un UPJ por policías, la zozobra al enterarme y al hablar con s… https://t.co/KZaGT8gcmT"
Lore_Mallama,"Pasto, Colombia","@IvanDuque nos llama vándalos por pedir una marcha pacífica?
la movilización es nuestro derecho, queremos cambios… https://t.co/khlyC9aNmX"
SoyLaloCastro,"Santa Marta, Colombia","Cali, Popayan y Pasto al frente del   #ParoNacional29A. ✊✊✊"
Ferne_Fernandez,"Montería, Colombia","#ParoNacional29A #Paro29A #NoALaReformaTributaria Miren este abuso, compartan. https://t.co/9HmL6KDsLV"
dkobotero,"Medellín, Colombia","Colombia vive jornadas tensas de paro nacional, mientras el gobierno mira para otro lado y no busca alternativas a… https://t.co/SBUMjIknhB"
JUANCAELBROKY,Colombia,"Compleja situación en Pasto, militares patrullan la ciudad. La ciudadanía estuvo bien activa manifestándose contra… https://t.co/blEdDvLztS"
Carlos33453,,"#ParoNacional29A
#ParoNacional28 
#ParoNacional30A 
#Colombia #Mexico #Latinoamerica #Ecuador #Argentina #Chile… https://t.co/GXE5Sd2oxg"
Ferne_Fernandez,"Montería, Colombia","Miren esta joya, compartan. #28AbrilParoNacional #NoALaReformaTributaria #ParoNacional29A https://t.co/iabNLfKQfA"
DiegoA3110,,"#ParoNacional29A

El #ParoNacional30A sigue y aquí les dejo puntos de encuentro para este Viernes en la ciudad de B… https://t.co/LHvXrQUjJK"
nicolas_vj,"Cali, Colombia","A esta hora Cali, Popayan y Pasto le dan clase de resistencia, tenacidad y gallardía al resto del país.  #ParoNacional29A"
SoftCano,Medellin - Colombia,#ParoNacional29A El pueblo es superior a sus dirigentes...NO A LA REFORMA https://t.co/2MhGMSIj9x
Carlos33453,,"#ParoNacional29A
#ParoNacional28 
#ParoNacional30A 
#Colombia #Mexico #Latinoamerica #Ecuador #Argentina #Chile… https://t.co/XzsPvnZb1E"
SastoqueConcha,Colombia,Oe @ClaroTeAyuda @ClaroColombia  están contratando policías para brindar más cobertura en los servicios o como es?… https://t.co/w7YLPvf8Kb
CannotBeInBlank,,"@TCxxSteph Momento emblemático 🇨🇴🇨🇴 
¡DUQUE Y SU REFORMA VAN A CAER!
#ElParoNoLoParaNadie #ParoNacional29A #NoALaReformaTributaria"
afobregons,,"Hay palabras tan lindas para este personaje: Filipichin, petimetre, tragasantos, zurumbático, bultuntún, fantoche..… https://t.co/kQIeW8e3c0"
hernleing,Bogotá Colombia ,@cperezfp Asoma desde el sur del país una dictadura o un golpe de Estado #DuqueRetireLaReformaYa… https://t.co/2h2zP5YRMc
cperezfp,,#ADuqueLeDigo A bala y con chantajes con la vacuna va defender la reforma tributaria eso se llama Facismo en estado… https://t.co/mQ52nYyEP7
MissBelieve,"Medallo, Cσlσmвíα",Estoy orgullosa hasta la chimba del país en el que nací y del aguante que tiene mi generación #ParoNacional29A Hast… https://t.co/MBMzE49e2i
hernleing,Bogotá Colombia ,Asoma desde el sur del país una dictadura o un golpe de Estado #DuqueRetireLaReformaYa #DUQUEYSUREFORMAVANACAER… https://t.co/fxbRhoc2nj
hernleing,Bogotá Colombia ,@CardoCarvajal @donadolforivas Asoma desde el sur del país una dictadura o un golpe de Estado… https://t.co/SvGaGF621y
Miguelcetina01,Bogota D.C,Los huevos estaba tan baratos que nos los pusimos bien puestos #ParoNacional29A https://t.co/tDgmJ1NNOR
hernleing,Bogotá Colombia ,@ElParcheCritico Asoma desde el sur del país una dictadura o un golpe de Estado #DuqueRetireLaReformaYa… https://t.co/c0F0DCAKhu
hernleing,Bogotá Colombia ,@guillezarco @CIDH @CourPenaleInt @mbachelet @MisionONUCol @ONU_es Asoma desde el sur del país una dictadura o un g… https://t.co/LKI0afKnK6
sofiab2__,locolombia,"A esto me refiero…
#ParoNacional28A #ParoNacional29A #ElParoNoLoParaNadie #ElParoContinua29A https://t.co/69iy0Hv9gU"
hernleing,Bogotá Colombia ,Asoma desde el sur del país una dictadura o un golpe de Estado #DuqueRetireLaReformaYa #DUQUEYSUREFORMAVANACAER… https://t.co/PHuhgDqUSZ
hernleing,Bogotá Colombia ,@Map_NoTerritory Asoma desde el sur del país una dictadura o un golpe de Estado #DuqueRetireLaReformaYa… https://t.co/Rnl6KoQPkn
hernleing,Bogotá Colombia ,Asoma desde el sur del país una dictadura o un golpe de Estado #DuqueRetireLaReformaYa #DUQUEYSUREFORMAVANACAER… https://t.co/VO2YLknJtZ
alejandrorangar,,#Cali #ParoNacionalIndefinido DUQUE Y SU REFORMA VAN A CAER #ParoNacional29A DUQUE Y ESA REFORMA DE MIERDA CAEN POR… https://t.co/SBkPUv0vsM
Viviana_240806,polombia,"Viernes con V de ¡Vamos a tumbar esa hijueputa reforma!✊
#DuqueRetireLaReformaYa #ParoNacional29A #29A"
carlosmarioq12,,"@MONYRODRIGUEZOF Señora @MONYRODRIGUEZOF si es que ese fue el armamento que compró para prever este momento, lo que… https://t.co/Krp8sxBUcN"
GusravoBobis,,"El virus no nació en China, nació en Ciénaga de Oro...
DUQUE Y SU REFORMA VAN A CAER""
#PetroPromueveVandalismo… https://t.co/JdLmdq5153"
arorj_91,locombia ,"Si el país no se mosquea por lo que está pasando en Cali... 
Que el Valle del Cauca se separe de Colombia... 
Tiene… https://t.co/hmKvbiG6oH"
sofiab2__,locolombia,"Mamada estoy de vivir en una casa donde lo único que hacen es quejarse del vandalismo, los saqueos, etc y no dicen… https://t.co/A8FNze0BbS"
Carlos33453,,"#ParoNacional29A
#ParoNacional28 
#ParoNacional30A 
#Colombia #Mexico #Latinoamerica #Ecuador #Argentina #Chile… https://t.co/HMAHpasoVO"
mamas_fritas,"Central Perk, Manhattan, NY","""Plomo es lo que hay..."" 
Mensaje claro de las fuerzas militares @COL_EJERCITO @MinjusticiaCo hacia la ciudadanía e… https://t.co/twYxYwCyTM"
hernleing,Bogotá Colombia ,@LIGIAALICIADIAZ Asoma desde el sur del país una dictadura o un golpe de Estado #DuqueRetireLaReformaYa… https://t.co/tKa4BN0VaF
Carlos33453,,"#ParoNacional29A
#ParoNacional28 
#ParoNacional30A 
#Colombia #Mexico #Latinoamerica #Ecuador #Argentina #Chile… https://t.co/AREQGNffLx"
hernleing,Bogotá Colombia ,@AnonNews_Col @COL_EJERCITO Asoma desde el sur del país una dictadura o un golpe de Estado #DuqueRetireLaReformaYa… https://t.co/ZVJCNM6h0D
Mariana25868287,,"¡¡¡ 𝕷𝖚𝖈𝖍𝖆 𝖕𝖔𝖗 𝖙𝖚 𝖕𝖆í𝖘, 𝖆𝖘í 𝖈𝖔𝖒𝖔 𝖑𝖚𝖈𝖍𝖆𝖘𝖙𝖊 𝖕𝖔𝖗 𝖑𝖆 𝖓𝖔𝖛𝖎𝖆 𝖉𝖊𝖑 𝖕𝖆𝖗𝖈𝖊𝖗𝖔!!! #ParoNacional29A"
MedicenElpollo1,"Bogotá, D.C., Colombia",Atacando al pueblo que un día juraron proteger... Que ironía !!! #ParoNacional28A  #ParoNacional29A https://t.co/TcQdtOXgkC
rodaselprofe,Bogotá,"""Si el Gobierno no escucha al pueblo, la democracia es una oligarquía"" Hessel

 #ParoNacional29A https://t.co/bs5ltE1ePd"
chaosofmars,she/her!,"DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A… https://t.co/5mxEQCyPEG"
Davidink69,"Bogotá, D.C., Colombia",Jaja 😂 #comedia #colombia #ParoNacional29A https://t.co/ZeSKPbc5Hy
Observador1980,Usaquen,Gente que le pone el alma. #SanGil #ParoNacionalIndefinido DUQUE Y SU REFORMA VAN A CAER #ParoNacional29A #ESMAD ar… https://t.co/WXsqt30ByM
Conejaleja1,"Medellín, Colombia","A todos los que dicen que marchar es inútil, que protestar no generará un cambio y el paro se olvidará, que literal… https://t.co/q1x6VywaIk"
bebesitaaaa17,frutifantasticos🔥,"Se celebra 🎉

#ParoNacional29A
DUQUE Y SU REFORMA VAN A CAER https://t.co/ANnXcXtv4s"
hernleing,Bogotá Colombia ,Asoma desde el sur del país una dictadura o un golpe de Estado #DuqueRetireLaReformaYa #DUQUEYSUREFORMAVANACAER… https://t.co/tg6yemxAoU
DanielitoRw,"Bogotá, D.C., Colombia","@dickegoxxx #ATENCIÓN ⚠️#ParoNacional29A 
#ParoNacional30A #DUQUEYSUREFORMAVANACAER
¡Ojo lo que reporta desde Cali,… https://t.co/gt6NskkayT"
ArizaEmilhy,,"Tengo 16 años y tengo que conseguir trabajo ¡ya! si quiero pensionarme a los 70, es enserio??
A los 70!! 
De que me… https://t.co/fpWDHFgtLf"
Sergiomundo1,,"Ministro de Defensa renuncie, sienta vergüenza de lo que pasó en Cali, Pasto y Bogotá. Nos sale muy caro y le quedó… https://t.co/2ijIKqszHM"
hernleing,Bogotá Colombia ,Asoma desde el sur del país una dictadura o un golpe de Estado #DuqueRetireLaReformaYa #DUQUEYSUREFORMAVANACAER… https://t.co/pO1GAdjG6u
juandiegocarva3,,En este momento capturan a 4 personas (3 de ellas se dirigían a casa y otra por acercase a grabar el procedimiento)… https://t.co/pWu5GBQzzz
CundinamarcaF,"Cundinamarca, Colombia","#Mosquera #ParoNacional29A #denuncia defensor de derechos humanos detenido en el municipio de Mosquera, Cundinamarc… https://t.co/Dve7O5ORuY"
critikconstruc,Colombia,"Yo si le agradezco a @AlejandroRia @Lina_Tejeiro @JulianRoman Juanda, Camilo Triana @_ELBRAYAN_ (sus amigos), LunaG… https://t.co/p9kmUxi7cY"
ElParcheCritico,Colombia,"#ParoNacional29A | #ParoNacionalIndefinido | #Caldas | Desde hace unas horas, camioneros bloquean la vía Anserma -… https://t.co/FlQbd0fjtk"
AxelRolon,"Moscú, Rusia",¡Únase al Baile de los Que Sobran! ¡Duque no nos va a chantajear! #DuqueRetireLaReformaYa #Paro29A… https://t.co/xBWXSM8KEK
JElTerrible1,,"#GobiernoGenocida #LaReformaSeCae
#Paro29A #ParoNacional29A @AlcaldiaDeCali dió la orden de que el ejército, dispar… https://t.co/y03EEGLg8w"
putotesla,,"El ñeño de medellín no opina nada del #ParoNacional29A por qué le da ansiedad, asma, pecueca y depresión 🙄🙄🙄  @JBALVIN"
hernleing,Bogotá Colombia ,"El efecto de estas regiones Nariño,Cauca y Valle del Cauca reflejan el abandono del estado colombiano lo cual ha pe… https://t.co/ulUPXGz2VR"
ChalecosAmarill,,"🎥🛑En #Colombia #URGENTE

🔻En Medellín, Antioquia. Santiago Rivera se encuentra desaparecido, estaba con un Live en… https://t.co/93WaoFMqbk"
PTimeLady,,"Tan raro que Uribe manda a militarizar, y militarizan a Pasto, con todo y apagones incluidos #ParoNacional29A"
Certero331,,"@CatalinaSuarezB @ghitis #paroNACIonal29a: ¿Duque y su reforma van a caer? 

En las marchas vandálicas hay ""agentes… https://t.co/sOXp6zV1LD"
Cristianch33,Barranquilla - Colombia ,"El pueblo se respeta, porque los políticos viven a costillas de los contribuyentes.

Esto se llama autoritarismo a… https://t.co/0g9yNztPQ6"
AxelRolon,"Moscú, Rusia",¡Exigimos porque la voz podemos levantar! ¡Exigimos porque tenemos derechos a protestar! Este debe ser el himno de… https://t.co/GD7yT496j8
Simr115,Colombia,La policía en este paro nacional lo único que estan haciendo es atacar al pueblo y de eso se estan documentando mil… https://t.co/GCfwW27Di4
_Ralito,Venezuela ,"#URGENTE: En #Colombia: Medellín, Antioquia. Santiago Rivera se encuentra desaparecido, estaba con un Live en faceb… https://t.co/4Woo2dt62d"
monsbang,,"No doy más gente, me voy a dormir esperando mañana sea un día algo mejor, descansen muy bien! 

y recuerden

SI AL… https://t.co/y3AcN0rcem"
TrSaray,,"Velaton en Aguachica - César, seguiremos con la lucha en contra de este gobierno vándalo!!! Ratas...
¡A PARAR PARA… https://t.co/abTHkmXkeG"
DanielitoRw,"Bogotá, D.C., Colombia","&amp; Si no, Todo lo que habremos realizado será en vano.. 💛💙❤️.
#ParoNacional30A #ParoNacional29A… https://t.co/wWQssNkv8n"
PopayanCO,"Popayán, Cauca, Colombia",Un niño de brazos resultó afectado por los gases lacrimógenos en el cacerolazo en la variante sur de Popayán.… https://t.co/T86PWa1EYj
Sergiomundo1,,"La caída del centro democrático inició con Andrés Felipe Arias y Agro Ingreso Seguro, luego las chuzadas de Oscar I… https://t.co/dekjt0Spo2"
Sexar_Rojas,"Bogotá, D.C., Colombia","Listo, en los siguientes numérales  #ReformaTributaria2021 #DuqueRetireLaReforma #ColombiaSeRespeta… https://t.co/RId0uD8Szv"
sanin_SB,,"@GustavoBolivar A esta hora el @COL_EJERCITO dispara indiscriminadamente a manifestantes en Cali. 
¡Nos están matan… https://t.co/yaqDU3jYoi"
1008Yanira,"Cali, Colombia","@Diego_Molano @FuerzasMilCol @PoliciaColombia Cuales caleños, cual pueblo ?
*Los de traje negro como robots.? 
*O l… https://t.co/SbTJPd9jZ8"
su_fusil,,"""Ni flores ni abrazos pal que nos de balazos"". 
DUQUE Y SU REFORMA VAN A CAER 
#ElParoSigue #ElParoNoPara… https://t.co/OGROt9ajzd"
Polombia6,,"#ParoNacional29A Están judicializando a todo el que cogen en la calle manifestándose, ESTO ES UNA DICTADURA AVALADA POR @ClaudiaLopez."
TrSaray,,#ParoNacional29A  #ParoNacionalIndefinido Nos manifestamos en contra de la reforma tributaria en la noche del 29 de… https://t.co/KviNMq9YSB
betovega91,"Cali, Colombia",@Reuters @adrymolina Cali es la ciudad de la resistencia... #Cali #ParoNacional29A #ParoNacionalIndefinido https://t.co/B5FL1ugavp
Tierra_pmab,,He insisten en que no hay necesidad de una reforma a la policía ! @ClaudiaLopez @LuisErnestoGL… https://t.co/6SmepGPU29
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio María Occidente de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/V7x6F05GNv"
Julian47Torres,,"La gente de Jamundí y Cali enseñándole al resto del país cómo se hacer un PARO NACIONAL ✊🏻🇨🇴

#ParoNacional28A… https://t.co/4lQobI017a"
tudymora,La Ciudad Bonita,#ParoNacional28A #ParoNacional29A #ParoNacionalIndefinido #NiUnaMenos #bucaramanga @danovislozano En pie se lucha p… https://t.co/PCytx5nTx8
Carolgomez86,,"ÚNETE AL PARCHE DE LOS QUE SOBRAN,NADIE NOS VA A ECHAR JAMÁS,NADIE NOS QUISO AYUDAR JAMÁS🔥🔥#ParoNacional29A #ParoNacionalIndefinido"
AdolfoAcvdo,"Bucaramanga, Colombia",Ante esta dictadura que tenemos en Colombia debo dar gracias que en estos dos días de paro hasta el momento los úni… https://t.co/WKx5iXWfNc
jhon_44,,#ParoNacional29A demos inicio #ParoNacional30A
AliceWonder969,Colombia,@AlvaroUribeVel dictador!!! Puedes mandar los militares que quieras pero el pueblo de Pasto no se va arrodillar ant… https://t.co/oSFgUPOKXY
By_david_,Bogota.-colombia,Y si le regalamos un putazo a @MargaritaRepo ella más que nadie se lo merece #manofirme #robogrande duque y su refo… https://t.co/dAYXwAXoO2
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio Bello Horizonte de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/nu0yOQZRUK"
diegoalban,"Quito, Ecuador",#Resiste Colombia 🇨🇴!!! #ParoNacional29A
dmog28,Colombia,"Si usted no estuvo aquí,
No tiene derecho a opinar quienes son los vándalos. #ParoNacional29A #Paro29A… https://t.co/gT7NLD4ZmW"
ODaniel_Zarate,"Bogotá, Colombia","Ufff, ídolo jajajaja 

#ParoNacional29A
DUQUE Y SU REFORMA VAN A CAER https://t.co/EwobFByfA3"
guillezarco,Bogotá ,@QuinteroCalle que paso con esta joven @PoliciaColombia la van a desaperecer? La actuación de la policía es verdade… https://t.co/m2lEEfXuOw
rycardopaez,,"#ParoNacional29A #ParoNacionalIndefinido 
Este Primero de Mayo, debe ser un dia especial por darse en medio de una… https://t.co/FzGqTK0JqY"
ficobodeguita,Colombia,Que desastre en lo que está mi Colombia 😢😢😢 #ParoNacional29A #FelizJueves #Colombia Colombia Epa Colombia Ivan Duque Desastre
JUANCAELBROKY,Colombia,"La Policía y el ESMAD reprimieron la movilización en Bucaramanga contra la Reforma Tributaria, informan de personas… https://t.co/vtLFMvu2A5"
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio El Empedrado de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/yfN99VbYOv"
Sergiomundo1,,Nos Gobierna un bobo hpta que es títere de un Genocida. #ParoNacional29A Nos tienen viviendo en un régimen Castro chavista practicante.
Yennigise10,,Definitivamemte no se tiene ningún  tipo de empatía  por el pueblo  #ParoNacional29A
Yennigise10,,Que impotencia  ver como se abusa del poder que se tiene y como nuvlan el objetivo  principal  de esta manifestació… https://t.co/EISZ38nQ2n
ViveParo,,CULMINAMOS OTRO GRAN DÍA DE PARO HAY QUE SEGUIR ASÍ COLOMBIA 🇨🇴 NO PODEMOS DEJAR QUE EL GOBIERNO SE SALGA CON LA SU… https://t.co/MoWbHE3DS9
Avispa_Midia,,"Tras toque de queda y  fuerzas armadas en las calles de #Colombia, en distintas ciudades llaman a mantener el… https://t.co/MseP7QQ9Ju"
PopayanCO,"Popayán, Cauca, Colombia","#Cacerolazo en el barrio Pomona de Popayán
#ParoNacional29A
#PopayánViveElParoNacional https://t.co/RUAjo8YcDO"
Apstatadeapost1,,@ktikariza Saludos desde Murillo. Y que siga el paro! #ParoNacional29A #ElParoNoLoParaNadie https://t.co/Apezawtgjn
StefanyGar,,Popayán digna! #ParoNacional29A https://t.co/Nu9QErIjNY
chaosofmars,she/her!,"DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A… https://t.co/ajZSZFekcK"
Chamito0604,Colombia,"Ya conoces el mensaje de Malcom X.

Cumplen a cabalidad su rol de generadores de opio mediático.… https://t.co/x7rnomJhP4"
Juanmacm8,,@petrogustavo Barrancabermeja también se hizo sentir y continúa firme. #ParoNacional29A https://t.co/poooWCsG7i
Alejand83500241,,"Popayán 🇨🇴👊🏼
#DUQUEYSUREFORMAVANACAER 
#ParoNacional29A 
#ColombiaPuedesTodo https://t.co/u7o9L140P1"
EllenArqui,,"Se metieron con la generación rebelde, estamos más despiertos que nunca ♥️ vamos mi Colombia 🇨🇴

#ParoNacional29A… https://t.co/wUhVYWu0P0"
ElParcheCritico,Colombia,#ParoNacional29A | #ParoNacionalIndefinido | En este momento la ciudad de Pasto se encuentra totalmente militarizad… https://t.co/WZ46eVkp9C
WilliamH_G,Colombia,"COLOMBIA pide a gritos más educación, para los vandalos y para la @PoliciaColombia

Urgente!

#ParoNacional29A"
rycardopaez,,"#ParoNacional29A Exacto. Y el pueblo intuye que en el Estado hay algo ediondo, un hedor propio de un cadaver insepu… https://t.co/IMcG0zhl2p"
chaosofmars,she/her!,"DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A… https://t.co/E7gWc6zG7n"
ldhf1995,Cali Valle del Cauca,#ParoNacional29A bueno ya q mandaron casi 1000 uniformados. Eso hora de q otras ciudades se hagan sentir. DUQUE Y SU REFORMA VAN A CAER
Pelusa205,,"Los policías de Colombia no son mas que unos hptas cobardes, que se aprovechan de sus armas y de su posición para o… https://t.co/phVIUEoeKN"
Cassalins02,Cartagena de indias - Colombia,"Prioridades. 

Solo cuando se trata de fútbol y farándula es cuando tiene autonomía a la hora de hablar. No distrai… https://t.co/o4xj6cYKbd"
chaosofmars,she/her!,"DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A… https://t.co/ZtN35ZCuZh"
